text,label
"Globally, the prevalence and incidence of perinatal intimate partner violence (IPV) are well documented and substantiated; however, there is an urgent need to identify interventions to prevent recurrence or revictimisation, and decrease the harms of perinatal IPV. This scoping review is designed to broadly capture all potential interventions for the secondary prevention of IPV, review them in detail, and assess what can reduce revictimisation and foster improvements in both maternal and neonatal outcomes. With the structure of the Joanna Briggs Institute and Arksey and O'Malley methodology for scoping reviews, the search will be conducted in: MEDLINE(R) ALL (OvidSP), Embase (OvidSP), CINAHL (EBSCOHost), APA PsycInfo (OvidSP), Cochrane Central Register of Controlled Trials (OvidSP), Web of Science, and Applied Social Sciences Index & Abstracts (ProQuest). A manual search of the reference lists of the retrieved articles will be conducted to capture all relevant studies for potential inclusion. A year limit of January 2000-June 2022 will be applied to retrieve most current peer-reviewed articles. No search filters or language limits will be used, but only publications in English and French will be eligible for inclusion. Interventions include but are not limited to: psychotherapy, educational sessions, home visitation, etc. Outcomes include but are not limited to: (1) harms of IPV among survivors (eg, revictimisation) and (2) adverse perinatal outcomes (eg, preterm birth). Interventions will be excluded if they target the perpetrator or child(ren) alone. Titles and abstracts of included studies will be screened in duplicate. Full-text documents will be extracted and reviewed by two independent reviewers. Conflicts between reviewers will be resolved by a third independent reviewer. Findings will be presented with descriptive statistics and narrative synthesis. Ethics approval is not required for this scoping review. The results will be disseminated through peer-reviewed publication and conference presentations. Open Science Framework (OSF) registry (https://osf.io/e294r) in Centre for Open Science (OSF) on 27 May 2022.",0
"Paediatric patients with acute lymphoblastic leukaemia or lymphoma are at increased risk of venous thromboembolism resulting in increased mortality and morbidity. We hypothesised that apixaban, a direct oral anticoagulant, would safely reduce venous thromboembolism in this patient population. PREVAPIX-ALL was a phase 3, open-label, randomised, controlled trial conducted in 74 paediatric hospitals in 9 countries. Participants aged 1 year or older to younger than 18 years with newly diagnosed acute lymphoblastic leukaemia (pre-B cell or T cell) or lymphoblastic lymphoma (B cell or T cell immunophenotype) and a central venous line in place throughout induction were randomly assigned 1:1 to standard of care (SOC, ie, no systemic anticoagulation) or weight-adjusted twice-daily apixaban during induction. Randomisation was performed centrally and stratified by age (those <10 years or those ≥10 years). Participants weighing 35 kg or less were administered 2·5 mg twice daily of apixaban as a 2·5 mg tablet, 0·5 mg tablets, or 0·4 mg/mL oral solution, while those weighing more than 35 kg were administered weight-adjusted prophylactic doses using 0·5 mg tablets or the 0·4 mg/mL oral solution twice daily. Primary outcomes were assessed by a blinded central adjudication committee. The primary efficacy outcome for the intention to treat population was the composite of symptomatic or clinically unsuspected venous thromboembolism, the primary safety outcome was major bleeding, and secondary safety outcomes included clinically relevant non-major (CRNM) bleeding. Patients were screened for venous thromboembolism by ultrasound and echocardiogram at the end of induction. The trial was registered with ClinicalTrials.gov (NCT02369653) and is now complete. Between Oct 22, 2015, and June 4, 2021, 512 participants were randomly assigned and included in analyses (222 [43%] female and 290 [57%] male; 388 [76%] White, 52 [10%] Asian, 24 [5%] Black or African American, and 48 [9%] other races; and 122 [24%] Hispanic or Latino ethnicity). During a median follow-up period of 27 days (IQR 26-28), 31 (12%) of 256 patients on apixaban had a composite venous thromboembolism compared with 45 (18%) of 256 participants receiving SOC (relative risk [RR] 0·69, 95% CI 0·45-1·05; p=0·080). Two major bleeding events occurred in each group (RR 1·0, 95% CI 0·14-7·01; p=1·0). A higher incidence of CRNM bleeding, primarily grade 1 or 2 epistaxis, occurred in the apixaban group (11 [4%] of 256 participants) compared with the SOC group (3 [1%] of 256; RR 3·67, 95% CI 1·04-12·97, p=0·030). The most frequent grade 3-5 adverse events in both groups were thrombocytopenia (n=28 for the apixaban group and n=20 for the SOC group) or platelet count decreased (n=49 and n=45), anaemia (n=77 and n=74), febrile neutropenia (n=27 and n=20), and neutropenia (n=16 and n=17) or neutrophil count decreased (n=22 and n=25). Five deaths occurred, which were due to infection (n=3 in the SOC group), cardiac arrest (n=1 in apixaban group), and haemorrhagic cerebral sinus vein thrombosis (n=1 in the SOC group). There was one apixaban-related death (coagulopathy and haemorrhage after cardiac arrest of unknown cause). PREVAPIX-ALL is, to our knowledge, the first trial assessing primary thromboprophylaxis using a direct oral anticoagulant in paediatric patients with acute lymphoblastic leukaemia or lymphoma. No statistically significant treatment benefit was identified in participants receiving apixaban. Major and CRNM bleeding were infrequent overall, but a higher incidence of CRNM bleeding (primarily epistaxis in younger children) occurred in participants receiving apixaban. For patients deemed to be at particularly high risk of thrombosis, PREVAPIX-ALL provides encouraging safety data for the use of apixaban in clinical settings in which the potential benefits are thought to outweigh the risk of bleeding. Bristol Myers Squibb-Pfizer Alliance.",0
"The effects of soaking, boiling, and steaming processes on the phenolic components and antioxidant activity of black beans were investigated. All processed beans exhibited significantly (P < 0.05) lower antioxidant activities than raw beans in total phenolic content (TPC), DPPH free radical scavenging activity (DPPH), and oxygen radical absorbing capacity (ORAC). Steaming processes resulted in a greater retention of TPC and ORAC values than the boiling processes. Pressure boiling shortened processing time compared to regular boiling, resulted in insignificant differences in TPC, but significantly increased in ORAC as compared to the regular boiling method. Pressure steaming resulted in significant decreases in TPC, DPPH, while significantly increased in ORAC compared to regular steaming. Greater TPC, DPPH, and ORAC values were detected in boiling water than in the soaking and steaming water. Mass balance analysis showed that boiling caused more dry solid loss than steaming. All of these results indicated that processing methods significantly changed contents and activities of antioxidant components of black beans. Steam processing exhibited several advantages in appearance and texture of the cooked product, shortening processing time, and in greater retention of TPC and antioxidant activities. Steam processing may be used to develop high-quality health-promoting black bean products.",1
"The difference in urinary excretion of mammalian and plant lignans in rats was determined after oral administration of equivalent doses (25 mg/kg of body weight) of 7-hydroxymatairesinol (HMR), lariciresinol (LAR), matairesinol (MR), and secoisolariciresinol (SECO). Twenty-four hours-urine samples were collected after a single dose and after administration of one dose/day for 10 days. Eight lignans were analysed in urine extracts using a high-performance liquid chromatography-tandem mass spectrometry method showing good sensitivity and repeatability. After a single dose of HMR, LAR, MR, and SECO, the main metabolites were 7-hydroxyenterolactone (HENL), cyclolariciresinol (CLAR), enterolactone (ENL), and enterodiol (END), respectively, but after 10-day exposure ENL was the main metabolite of all the tested lignans, showing a considerably higher excretion than after a single dose. Metabolic transformations of plant lignans into each other could also be observed.",1
"Acute lymphocytic leukaemia (ALL) is a haematological malignancy of the lymphoid progenitor cells. Enhanced genetic analyses have led to the identification of over 23 subtypes of B-cell and 17 subtypes of T-cell ALL. In parallel, the development of highly sensitive measurable residual disease assays have refined disease monitoring and risk stratification. Breakthroughs in molecular therapeutics and immunotherapies have improved treatment efficacy while reducing toxicity, challenging the traditional notion of 2·5-3 years of intensive chemotherapy. Notable progress includes the use of more potent BCR::ABL1 tyrosine-kinase inhibitors, and antibodies targeting CD19 and CD22 leukaemia surface antigens, which have delivered unprecedented outcomes in BCR::ABL1-positive ALL. Historically, adults have had poorer outcomes than paediatric cases, largely due to the higher prevalence of adverse genetic subtypes and less favourable genetic subtypes. However, development of new therapies has improved overall survival in B-cell ALL to approximately 80-90%, even in adult and infant populations. Chimeric antigen receptor T-cell therapies have also transformed outcomes for children with refractory or relapsed ALL and are now being incorporated into the front-line treatment of adult ALL. These innovations hold the promise of increasing the cure rates while reducing reliance on intensive chemotherapy and allogeneic stem-cell transplantation.",0
"Scottish-grown red raspberries are a rich source of vitamin C and phenolics, most notably, the anthocyanins cyanidin-3-sophoroside, cyanidin-3-(2(G)-glucosylrutinoside), and cyanidin-3-glucoside, and two ellagitannins, sanguiin H-6 and lambertianin C, which are present together with trace levels of flavonols, ellagic acid, and hydroxycinnamates. The antioxidant capacity of the fresh fruit and the levels of vitamin C and phenolics were not affected by freezing. When fruit were stored at 4 degrees C for 3 days and then at 18 degrees C for 24 h, mimicking the route fresh fruit takes after harvest to the supermarket and onto the consumer's table, anthocyanin levels were unaffected while vitamin C levels declined and those of elligitannins increased, and overall, there was no effect on the antioxidant capacity of the fruit. It is concluded, therefore, that freshly picked, fresh commercial, and frozen raspberries all contain similar levels of phytochemicals and antioxidants per serving.",1
"The preventability of acute lymphocytic leukemia during childhood is currently receiving great attention, as it is one of the most common cancers in children. Among the known risk factors so far are those affecting the development of gut microbiota, such as a short duration or absence of breastfeeding, cesarean section, a diet lacking in short-chain fatty acids (SCFAs), the use of antibiotics, absence of infection during infancy, and lack of pets, among other factors. Namely, it has been shown that iron deficiency anemia (IDA) and lack of vitamin D may cause intestinal dysbiosis, while at the same time, both increase the risk of hematological malignancies. The presence of IDA and vitamin D deficiency have been shown to lead to a decreased proportion of Firmicutes in stool, which could, as a consequence, lead to a deficit of butyrate. Moreover, children with IDA have increased blood concentrations of cadmium, which induces systemic inflammation and is linked to the onset of an inflammatory microenvironment in the bone marrow. Finally, IDA and Cd exposure increase fibroblast growth factor 23 (FGF23) blood levels, which in turn suppresses vitamin D synthesis. A lack of vitamin D has been associated with a higher risk of ALL onset. In brief, as presented in this review, there are three independent ways in which IDA increases the risk of acute lymphocytic leukemia (ALL) appearance. These are: intestinal dysbiosis, disruption of vitamin D synthesis, and an increased Cd load, which has been linked to systemic inflammation. All of the aforementioned factors could generate the appearance of a second mutation, such as ETV6/RUNX1 (TEL-AML), leading to mutation homozygosity and the onset of disease. ALL has been observed in both IDA and thalassemia. However, as IDA is the most common type of anemia and the majority of published data pertains to it, we will focus on IDA in this review.",0
"Extraction, resolution, and determination of the trans-hydroxycinnamic acids (caffeic, p-coumaric, ferulic, and sinapic) were performed in 82 orange juices derived from the most important blood and blond varieties grown in Italy. Soluble solids, acidity, and anthocyanins were also determined. Hydroxycinnamic acids were more abundant in blood orange than in blond juices. Ferulic acid was the major component in all cases, but the distribution of the four acids was typical in each variety. Discriminant analysis of the experimental results showed that these acids could be used as markers of blood and blond varieties. The statistical model was used to recognize some mixtures of blood and blond juices.",1
Improved survival rate in pediatric acute lymphoblastic leukemia (ALL) warrants efforts to optimize treatment intensity in good-prognostic groups such as those with high hyperdiploidy (HHD). Cytokine receptor-like factor 2 (,0
"T-lymphoblastic leukemia (T-ALL) is an aggressive hematologic malignancy with a less favorable prognosis. The genetic background of T-ALL is widely heterogeneous, with the co-occurrence of multiple genetic abnormalities. The STIL-TAL1 rearrangement results from a submicroscopic deletion on chromosome 1p33 and is present in 15 - 25% of T-ALL cases. Submicroscopic deletions are not detected by conventional cytogenetic ana-lyses but can be identified through array comparative genomic hybridization and/or high-throughput RNA sequencing. Patients with the STIL-TAL1 fusion exhibit distinct characteristics, such as a young age, high white blood cell count, typical immunophenotype, and specific genetic abnormalities. However, the clinical, laboratory, and prognostic significance of this rearrangement remains unclear. This study was performed to identify STIL-TAL1 rearrangement resulting from submicroscopic 1p33 deletion in T-ALL and to investigate the clinical, immunologic, and genetic characteristics of T-ALL patients with STIL-TAL1 fusion. A total of 15 T-ALL patients were enrolled over a 6-year period (2018 - 2023). We evaluated clinical features and laboratory findings, including immunophenotyping, multiplex reverse transcriptase-polymerase chain reaction (RT-PCR), karyotype analysis, next-generation sequencing (NGS), and chromosomal microarray analysis (CMA), on bone marrow or peripheral blood specimens at the diagnostic stage. Multiplex RT-PCR was performed on 15 cases of T-ALL, and STIL-TAL1 fusion was detected in 3 cases (20.0%, 3/15). STIL-TAL1-positive patients were all male, under 40 years of age, and presented with lymph node enlargement, hepatosplenomegaly, and mediastinal mass. They showed relatively higher leukocyte counts and hemoglobin levels, but lower platelet counts compared to STIL-TAL1 negative cases. Immunophenotyping analysis revealed higher sCD3 and lower CD34 expression with no aberrant myeloid lineage expression. CMA demonstrated a 63-kb heterozygous deletion at 1p33, along with additional copy number abnormalities such as TCR rearrangements and a biallelic CDKN2A deletion. The T-ALL with STIL-TAL1 fusion exhibits unique clinical, immunologic, and genetic characteristics. Further multi-center studies, incorporating cytogenetic and molecular analyses, are needed to elucidate the detailed pathophysiology, characteristics, and clinical significance of this gene rearrangement.",0
"Circulating endothelial progenitor cells (cEPCs) are known to have an active role in maintaining healthy vessel anatomy and function. The purpose of the present study was to quantify cEPCs in childhood cancer survivors after treatment completion and evaluate possible associations of their levels with metabolic disorders. Circulating EPCs isolated from peripheral blood samples from 383 children and adolescent cancer survivors diagnosed with acute lymphoblastic leukemia (ALL), lymphomas, or solid tumors (ST) were quantified 1, 3, and more than 3 years after treatment completion using flow cytometry. Their levels were compared to 200 healthy controls, and multivariate logistic regression analysis was applied to seek correlations with metabolic disorders, including hypertension, obesity, hyperglycemia, and dyslipidemia. The levels of CD34 Significant differences in cEPC levels were observed in childhood cancer survivors during the first year after treatment completion, which were comparable to healthy controls after 3 years post-treatment.",0
"A reversed-phase high-performance liquid chromatographic method has been developed for the qualitative and quantitative analysis of a caffeic acid derivative, rosmarinic acid, and the main flavone and flavanone glycosides in leaves of Mental×piperita, namely eriocitrin, luteolin 7-O-rutinoside, hesperidin, isorhoifolin, diosmin, eriodictyol 7-O-glucoside, and narirutin. The last two were identified for the first time in M.×piperita and Mentha genus, respectively. Forty cloner, belonging to the three varieties of M.×piperita, were investigated. The eight phenolic constituents are present in all clones. The flavonoid content of the leaves ranged from 8.6 to 11.8% on dry weight basis",1
"Total and free phenolic contents of 16 commonly consumed fruits (comprising 9 apples, 4 pears, and one each of peach, plum, and kiwi fruit cultivars) were measured by Folin-Ciocalteu assay. Total phenol contents varied from 272 to 475 mg of CtE/100 g of fresh weight. Of the apple cultivars studied, Braeburn and Empire had the highest and lowest total phenol content, respectively. The apple cultivars ranked in the following decreasing order: Braeburn > Red Delicious > Crisp Pink > Granny Smith > Royal Gala > Bramley > Golden Delicious > Fuji > Empire. Among pear cultivars, the order was Forelle > Taylor's > Peckham's > Conference. Peach and plum equally had high contents. The percentage of conjugated phenolics ranged between 3 (Red Delicious) and 77% (Empire) of the total phenols. Comparison of different cultivars of the same fruit and between different fruits showed broad variations in both phenolic content and in vitro antioxidant activity; a weak correlation (R(2) = 0.58) was observed between the phenolic content of the fruits and the total antioxidant activity, as estimated by the FRAP assay. The calculated dietary intake of total, free, and conjugated phenols from average per capita consumption of apples and pears in different regions of the U.K. varied between 104-126, 53-64, and 51-62 mg of CtE/day, respectively.",1
"Changes in blackberry ellagitannin composition in response to juicing (clarified and nonclarified), pureeing, canning (in water or syrup), and freezing as well as changes in processed products during 6 months of storage were investigated. Canning, pureeing, and freezing had little effect on ellagitannins, but processing berries into nonclarified and clarified juices resulted in total ellagitannin losses of 70 and 82%, respectively, due to removal of ellagitannin-rich seeds in the presscake. Minimal changes in total ellagitannin content were observed during storage of thermally processed products, but compositional changes indicative of ellagitannin depolymerization were apparent. The ellagitannin content and composition of frozen berries remained stable over 6 months of storage. Ellagitannins are well retained in canned, pureed, and frozen blackberries, but methods are needed to prevent losses during juice processing and/or exploit the ellagitannin-rich coproducts.",1
"The bean, an important component of the Mexican diet, provides 20 to 40% protein, B-complex vitamins, and minerals such as iron and calcium. Bean starch serves as a source of energy and carbon structures for later synthesis in metabolism; however, the presence of antinutritional factors such as trypsin inhibitors, phytic acid, oligosaccharides, and tannins reduces its biological value. The objective of this study was to characterize antinutritional factors and determine the biochemical components of the bean seed coat that can be used, in addition to fiber, as antioxidants, in a group of 16 improved bean varieties. The bean seeds with the highest percentage of seed coat were the black and bayo varieties, which had medium-sized (25 to 38 g per 100 seeds) and large (>40 g per 100 seeds) grains. The varieties contained 3.83 to 5.60% oligosaccharides in the cotyledon, with no statistical difference (p>0.05) among them. The percentage of phytic acid ranged from 0.10 to 0.22%, with the Mayocoba variety standing out for its high content (2.16±0.03 mg g-1). The trypsin inhibitor units (TIU mg-1) in flour extracts ranged from 4.78 to 12.22 TIU mg-1, with the highest value found in Flor de Mayo M38. The varieties with the greatest antioxidant capacity were associated with the darkest seed coat coloration.",1
"Physicochemical and sensory fruit characteristics were studied to assess the effects of cool storage on quality attributes of sweet cherries of the Sciazza variety, widespread in the Campania region and Ferrovia variety, marketed in Italy and abroad. The major sugar and organic acid constituents, anthocyanin composition, colour (CIE L*, a*, b*), firmness, volatile neo-formation compounds (acetaldehyde, ethanol and methanol) and sensory attributes were determined at harvest and after 15 days of fruit storage at 1 °C and 95% RH. The ANOVA and PCA plots showed that both cherry varieties and storage conditions affected sensory/chemical quality but the variation caused by cool storage seemed to be dependent on the varieties under study: Ferrovia cherries apparently varied less than Sciazza. The total anthocyanin and its qualitative composition were confirmed to be distinctive of the cherry varieties and important indicators of cool storage.",1
"This study evaluates the outcomes and risk factors associated with allogeneic hematopoietic stem cell transplantation (allo-HSCT) in adolescents and young adults (AYA) diagnosed with early T-precursor (ETP) acute lymphoblastic leukemia (ALL) compared to non-ETP ALL.We retrospectively analyzed 178 AYA patients with T-ALL who were treated between September 2014 and December 2022. Out of 178 patients, 128 underwent allo-HSCT, with a median age of 25 years (range: 18-35). Among them, 49 were in the ETP group and 79 in the non-ETP group. Neutrophil and platelet engraftment times were comparable between groups. 3-year OS rates were 67.3% for ETP and 65.8% for non-ETP patients; 3-year LFS rates were 65.3% and 65.8%, respectively, showing no significant difference. Cumulative incidence of relapse (22.1% vs. 21.6%) and non-relapse mortality rates (17.8% vs. 13.7%) were similar. The incidence of acute and chronic GVHD, along with infections, showed no significant differences. Multivariable analysis revealed first complete remission before transplantation as a positive predictor for OS and LFS in non-ETP patients. In ETP patients, a white blood cell count below 30 × 10",0
